原ID,原開放建議標題,原派發機關,建議資料集名稱,建議開放的欄位,建議原因,瀏覽次數,建議者,發表時間,頁面連結,標記人,標記時間,標記用＿ID,標記用＿開放建議標題,標記用＿派發機關,0. 政府對民眾申請開放資料的答覆是？,F1. 分案理由,F2. 派發機關數量是否正確,F3. 派發機關數量落差,F4. 派發且回覆數量是否完整,F5. 實際派發且回覆的機關數量,F6. 派發後實際回覆的機關數量有落差之數量,F7. 備註＿自行輸入,F8. 備註＿特定情況1,A1. 是否為開放資料？,(續) A2. 如果目前非開放資料，有說將來提供開放資料嗎？,A3. 是民眾需要的全部還是部分資料？,A4. (續) 目前只提供部分，有說將來要把資料補齊嗎？(填完請填A5),(續) A5. 目前只提供部分的原因1,(續) A6. 目前只提供部分的原因2,(續) A7. 目前只提供部分的原因3,A8. 准駁摘要,A9. 備註＿自行輸入1,A10. 備註＿特定情況1,A11. 備註＿特定情況2,A12. 備註＿特定情況3,A13. 備註＿特定情況4,B1. 是否有說明具體提供時間，或已回報提供？,"B1a. (續) 承諾提供時間為？
 格式：2019/06",B2. 是否提供開放資料？,B3. 是民眾需要的全部還是部分資料？,B4. 只提供部分的原因是？,B5. 只提供部分的原因是？,B6. 只提供部分的原因是？,B7. 准駁關鍵語句或摘要 (重點即可),B8. 備註＿自行輸入,B9. 備註＿特定情況1,B10. 備註＿特定情況2,B11. 備註＿特定情況3,C1. 不同意開放的原因是1,C2. 不同意開放的原因2,C3. 不同意開放的原因是3,C4. 准駁摘要,C5. 備註＿自行輸入,C6. 備註＿特定情況1,C7. 備註＿特定情況2,C8. 備註＿特定情況3,"DEGH1. 無法判斷/還未回覆/對於資料平台的意見/業務陳情意見而無關資料申請
 備註＿自行輸入",DEGH2. 備註＿特定情況1,DEGH3. 備註＿特定情況2,DEGH4. 備註＿特定情況3,V1. 驗證發現1,V2. 驗證發現1＿詳細描述：請貼上網址、或是細節文字,V3. 驗證發現2,V4. 驗證發現2＿詳細描述：請貼上網址、或是細節文字
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 上午 9:52:23,98611.21,基金會與公司法人或其他法人之相關聯絡資料,文化部,B. 同意提供 (跳B),,,,,,,,,,,,,,,,,,,,,,已回報提供,,非提供開放資料,全部資料,要 A 給 B,,,,捐助財團法人,,,,,,,,,,,,,,,,,,,
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 上午 11:49:14,98611.22,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,臺南市政府,A. 申請前已對外提供 (續A),,,,,,,,,不是開放資料 (續A2),沒說要提供,只是部分 (續A4),沒說要補齊,沒有說明原因,,,本市轄內社會福利慈善事業基金會之名冊已放置本府社會局網站,只提供部分，卻沒說明其他未提供者如何處理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 上午 7:48:32,98611.23,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,高雄市政府,A. 申請前已對外提供 (續A),,,,,,,,,開放資料 (跳A3),,全部資料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 上午 7:05:23,98611.24,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,臺東縣政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,沒有該資料 (尚未蒐集或彙整),非資料所有機關,已提供單筆查詢功能,一、內政部全國宗教資訊網(https://religion.moi.gov.tw/Religion/FoundationTemple?ci=1)已有提供宗教財團法人相關資料，如需開放其他項目欄位，建請中央主管機關統一規定增列欄位，再由各縣市政府提供資訊。,要求中央先動,經典或重大案例,,,,,,,,,,
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 下午 2:39:39,98611.25,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,嘉義市政府,C. 不同意提供 (跳C),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,要 A 給 B,沒有說明原因,,提供「嘉義市社會福利慈善事業基金會名冊」乙份 本項opendata已上傳至國發會平台,,,,,,,,,,,,
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 下午 3:00:04,98611.26,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,屏東縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 下午 2:37:25,98611.27,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,南投縣政府,A. 申請前已對外提供 (續A),,,,,,,,,不是開放資料 (續A2),沒說要提供,全部資料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 上午 9:56:48,98611.28,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,花蓮縣政府,A. 申請前已對外提供 (續A),,,,,,,,,不是開放資料 (續A2),沒說要提供,全部資料,,要 A 給 B,,,請逕至銓敘部查詢及下載,要A給B? 捐助型法人資料,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 下午 2:41:35,98611.29,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,澎湖縣政府,A. 申請前已對外提供 (續A),,,,,,,,,不是開放資料 (續A2),沒說要提供,全部資料,,,,,已放置於本部全球資訊網,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98611,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,"行政院,內政部,外交部,國防部,教育部,法務部,經濟部,交通部,僑務委員會,國軍退除役官兵輔導委員會,行政院原子能委員會,科技部,行政院農業委員會,勞動部,行政院環境保護署,大陸委員會,原住民族委員會,金融監督管理委員會,國家通訊傳播委員會,衛生福利部,文化部,臺南市政府,高雄市政府,臺東縣政府,嘉義市政府,屏東縣政府,南投縣政府,花蓮縣政府,澎湖縣政府,嘉義縣政府,金門縣政府,苗栗縣政府,雲林縣政府,桃園市政府,宜蘭縣政府,新北市政府,連江縣政府,臺中市政府,新竹縣政府,新竹市政府,臺北市政府",foundation.csv; foundation.txt,基金會統一編號、基金會名稱、基金會代碼、設立許可文號、設立許可日期、許可機構、所在地、董事長、執行長或同等職位人員、狀態、聯絡電話、聯絡地址、官方網址、原始設立基金金額、最新法人登記證書之財產總額,協助相關使用單位研究基金會與公司法人或其他法人之相關聯,1252,j***n,2019/02/12 15:40,https://data.gov.tw/node/98611,淑貞,2019/4/27 下午 3:00:49,98611.31,部會、機關、縣市政府等財團法人名冊彙整名錄/名冊,金門縣政府,E. 還未回覆 (跳E 選填備註),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
